approx_playtime,song_id,artist,song_name
"2021-11-12 09:53","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 09:57","song-187967","Danny Gokey","Love God, Love People"
"2021-11-12 10:01","song-183017","Newsboys","God's Not Dead (Like a Lion)"
"2021-11-12 10:05","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 10:08","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-12 10:12","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-12 10:19","song-188505","Tasha Layton","Look What You've Done"
"2021-11-12 10:22","song-186788","Sidewalk Prophets","Save My Life"
"2021-11-12 10:26","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 10:30","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-12 10:34","song-184150","MercyMe","God With Us"
"2021-11-12 10:38","song-188539","Crowder","In The house"
"2021-11-12 10:44","song-188003","Josh Baldwin","Evidence"
"2021-11-12 10:48","song-188557","We Are Messengers","Come What May"
"2021-11-12 10:51","song-187632","Austin French","Born Again"
"2021-11-12 10:54","song-188495","Phil Wickham","House Of The Lord"
"2021-11-12 10:58","song-187294","Crowder","Lift Your Head Weary Sinner (Chains)"
"2021-11-12 11:02","song-188562","Mac Powell","River of Life"
"2021-11-12 11:04","song-183314","Passion","Our God (feat. Chris Tomlin)"
"2021-11-12 11:09","song-188514","Blanca","Even At My Worst"
"2021-11-12 11:12","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-12 11:18","song-188522","Matthew West","What If"
"2021-11-12 11:22","song-186933","Ryan Stevenson","No Matter What (feat. Bart Millard)"
"2021-11-12 11:25","song-187788","Elevation Worship","RATTLE!"
"2021-11-12 11:31","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 11:34","song-188332","Zach Williams","Less Like Me"
"2021-11-12 11:38","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 11:44","song-184111","Big Daddy Weave","Overwhelmed"
"2021-11-12 11:49","song-187507","Jordan Feliz","The River"
"2021-11-12 11:54","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 11:57","song-188416","Michael W. Smith","Waymaker"
"2021-11-12 12:01","song-188027","Matthew West","Truth Be Told"
"2021-11-12 12:05","song-187099","Rhett Walker Band","Believer"
"2021-11-12 12:08","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 12:18","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-12 12:21","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 12:25","song-187316","Lauren Daigle","You Say"
"2021-11-12 12:29","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-12 12:33","song-188559","TobyMac","Promised Land"
"2021-11-12 12:36","song-187614","Elevation Worship","See A Victory"
"2021-11-12 12:40","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 12:48","song-184467","Jeremy Camp","My God"
"2021-11-12 12:51","song-187293","Crowder","Come As You Are"
"2021-11-12 12:55","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 12:59","song-187987","Colton Dixon","Miracles"
"2021-11-12 13:02","song-184941","Matt Redman","10,000 Reasons"
"2021-11-12 13:06","song-188557","We Are Messengers","Come What May"
"2021-11-12 13:09","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-12 13:13","song-188569","Riley Clemmons","For The Good"
"2021-11-12 13:20","song-186869","Dave Barnes","God Gave Me You"
"2021-11-12 13:24","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 13:28","song-185406","Casting Crowns","Only Jesus"
"2021-11-12 13:31","song-188514","Blanca","Even At My Worst"
"2021-11-12 13:35","song-188326","Jordan Feliz","Next to Me"
"2021-11-12 13:38","song-185481","The Afters","Broken Hallelujah"
"2021-11-12 13:42","song-188505","Tasha Layton","Look What You've Done"
"2021-11-12 13:49","song-188329","MercyMe","Say I Won't"
"2021-11-12 13:53","song-188522","Matthew West","What If"
"2021-11-12 13:56","song-183997","Hillsong Worship","Who You Say I Am"
"2021-11-12 14:00","song-187573","Micah Tyler","Amen"
"2021-11-12 14:03","song-187728","Cochren & Co.","Church (Take Me Back)"
"2021-11-12 14:06","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 14:09","song-185308","Building 429","Fear No More"
"2021-11-12 14:14","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-12 14:18","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 14:22","song-185631","Phil Wickham","Your Love Awakens Me"
"2021-11-12 14:26","song-188492","CAIN","Yes He Can"
"2021-11-12 14:29","song-188539","Crowder","In The house"
"2021-11-12 14:32","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-12 14:35","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 14:41","song-186152","Passion","Glorious Day"
"2021-11-12 14:45","song-185198","Matthew West","You Are Everything"
"2021-11-12 14:49","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 14:52","song-188489","Dante Bowe","Joyful"
"2021-11-12 14:55","song-187947","Maverick City Music","Man Of Your Word"
"2021-11-12 14:58","song-187294","Crowder","Lift Your Head Weary Sinner (Chains)"
"2021-11-12 15:01","song-186749","Jonny Diaz","Breathe"
"2021-11-12 15:05","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 15:08","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-12 15:12","song-188536","Mike Donehey","All Together"
"2021-11-12 15:19","song-187445","I AM THEY","No Impossible with You"
"2021-11-12 15:23","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 15:26","song-187553","Tauren Wells","Known"
"2021-11-12 15:29","song-188557","We Are Messengers","Come What May"
"2021-11-12 15:33","song-186610","Matt Maher","Alive & Breathing"
"2021-11-12 15:36","song-184595","David Crowder Band","How He Loves"
"2021-11-12 15:41","song-188559","TobyMac","Promised Land"
"2021-11-12 15:46","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-12 15:50","song-188514","Blanca","Even At My Worst"
"2021-11-12 15:53","song-183328","Chris Tomlin","Jesus Loves Me"
"2021-11-12 15:57","song-187788","Elevation Worship","RATTLE!"
"2021-11-12 16:01","song-183879","Lincoln Brewster","No One Like Our God"
"2021-11-12 16:05","song-188522","Matthew West","What If"
"2021-11-12 16:09","song-187563","Zach Williams","There Was Jesus"
"2021-11-12 16:12","song-188564","Andrew Ripp","Rejoice"
"2021-11-12 16:20","song-184715","Aaron Shust","My Hope Is In You"
"2021-11-12 16:23","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 16:27","song-186694","Kari Jobe","I Am Not Alone"
"2021-11-12 16:32","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 16:35","song-187643","Cory Asbury","The Father's House"
"2021-11-12 16:39","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 16:46","song-188026","Phil Wickham","Battle Belongs"
"2021-11-12 16:50","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 16:54","song-187410","Danny Gokey","Haven't Seen It Yet"
"2021-11-12 16:58","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-12 17:02","song-188511","CeCe Winans","Believe For It"
"2021-11-12 17:06","song-186986","Stars Go Dim","Heaven On Earth"
"2021-11-12 17:09","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 17:11","song-185474","The Afters","Light Up The Sky"
"2021-11-12 17:19","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-12 17:23","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 17:26","song-184172","MercyMe","Greater"
"2021-11-12 17:31","song-188507","Anne Wilson","My Jesus"
"2021-11-12 17:35","song-188505","Tasha Layton","Look What You've Done"
"2021-11-12 17:38","song-188454","TobyMac","Help Is On The Way (Maybe Midnight)"
"2021-11-12 17:46","song-188557","We Are Messengers","Come What May"
"2021-11-12 17:49","song-187512","Jordan Feliz","Changed"
"2021-11-12 17:52","song-188539","Crowder","In The house"
"2021-11-12 17:55","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-12 17:59","song-187442","I AM THEY","Scars"
"2021-11-12 18:03","song-185396","Casting Crowns","Already There"
"2021-11-12 18:07","song-188514","Blanca","Even At My Worst"
"2021-11-12 18:10","song-188474","Rhett Walker","Gospel Song"
"2021-11-12 18:13","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-12 18:21","song-186589","Matt Maher","Your Grace Is Enough"
"2021-11-12 18:25","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 18:28","song-183315","Chris Tomlin","I Will Follow"
"2021-11-12 18:35","song-188522","Matthew West","What If"
"2021-11-12 18:38","song-187210","Hillsong United","Another In The Fire"
"2021-11-12 18:43","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 18:49","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-12 18:52","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 18:55","song-186532","Tenth Avenue North","Control (Somehow You Want Me)"
"2021-11-12 18:59","song-188495","Phil Wickham","House Of The Lord"
"2021-11-12 19:03","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-12 19:07","song-187559","Zach Williams","Old Church Choir"
"2021-11-12 19:10","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 19:14","song-184498","Plumb","God Help Me"
"2021-11-12 19:21","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-12 19:25","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 19:28","song-186916","Kristian Stanfill","One Thing Remains (feat. Kristian Stanfill)"
"2021-11-12 19:33","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-12 19:37","song-188559","TobyMac","Promised Land"
"2021-11-12 19:40","song-184117","Big Daddy Weave","I Know"
"2021-11-12 19:49","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 19:52","song-186582","Francesca Battistelli","Holy Spirit"
"2021-11-12 19:56","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 20:00","song-185700","Brandon Heath","The Light In Me"
"2021-11-12 20:05","song-188557","We Are Messengers","Come What May"
"2021-11-12 20:08","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-12 20:12","song-188569","Riley Clemmons","For The Good"
"2021-11-12 20:19","song-187405","Danny Gokey","Rise"
"2021-11-12 20:23","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 20:27","song-183283","Third Day","Trust In Jesus"
"2021-11-12 20:32","song-188514","Blanca","Even At My Worst"
"2021-11-12 20:35","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-12 20:39","song-188505","Tasha Layton","Look What You've Done"
"2021-11-12 20:45","song-187972","We The Kingdom","God So Loved"
"2021-11-12 20:55","song-183333","Chris Tomlin","Jesus"
"2021-11-12 20:59","song-188507","Anne Wilson","My Jesus"
"2021-11-12 21:03","song-184181","MercyMe","Grace Got You"
"2021-11-12 21:06","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 21:09","song-187968","Josh Wilson","Revolutionary"
"2021-11-12 21:12","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-12 21:19","song-187730","Cochren & Co.","One Day"
"2021-11-12 21:22","song-188539","Crowder","In The house"
"2021-11-12 21:25","song-183876","Lincoln Brewster","There Is Power"
"2021-11-12 21:29","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 21:33","song-188326","Jordan Feliz","Next to Me"
"2021-11-12 21:36","song-187105","Unspoken","Start A Fire"
"2021-11-12 21:39","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-12 21:48","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-12 21:50","song-184476","Jeremy Camp","Dead Man Walking"
"2021-11-12 21:53","song-187788","Elevation Worship","RATTLE!"
"2021-11-12 21:57","song-187645","Pat Barrett","The Way (New Horizon)"
"2021-11-12 22:01","song-187987","Colton Dixon","Miracles"
"2021-11-12 22:04","song-187700","Josh Baldwin","Stand In Your Love"
"2021-11-12 22:08","song-188555","for KING & COUNTRY","Relate"
"2021-11-12 22:11","song-187551","Tauren Wells","Hills and Valleys"
"2021-11-12 22:15","song-188536","Mike Donehey","All Together"
"2021-11-12 22:18","song-188557","We Are Messengers","Come What May"
"2021-11-12 22:21","song-187561","Zach Williams","Survivor"
"2021-11-12 22:25","song-188495","Phil Wickham","House Of The Lord"
"2021-11-12 22:29","song-188560","Danny Gokey","Stand In Faith"
"2021-11-12 22:32","song-188018","Casting Crowns","Start Right Here"
"2021-11-12 22:35","song-188514","Blanca","Even At My Worst"
"2021-11-12 22:43","song-183339","Chris Tomlin","Nobody Loves Me Like You"
"2021-11-12 22:47","song-184137","MercyMe","I Can Only Imagine"
"2021-11-12 22:51","song-188559","TobyMac","Promised Land"
"2021-11-12 22:55","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-12 22:59","song-184213","Kutless","King Of My Heart"
"2021-11-12 23:03","song-186929","Ryan Stevenson","Eye Of The Storm (feat. GabeReal)"
"2021-11-12 23:07","song-188186","Jordan St. Cyr","Fires"
"2021-11-12 23:10","song-188522","Matthew West","What If"
"2021-11-12 23:14","song-188564","Andrew Ripp","Rejoice"
"2021-11-12 23:21","song-187307","Lauren Daigle","How Can It Be"
"2021-11-12 23:25","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-12 23:29","song-187054","for KING & COUNTRY","It's Not Over Yet"
"2021-11-12 23:32","song-188530","Jeremy Camp","When You Speak"
"2021-11-12 23:35","song-187967","Danny Gokey","Love God, Love People"
"2021-11-12 23:38","song-187181","Finding Favour","Cast My Cares"
"2021-11-12 23:42","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-12 23:48","song-187614","Elevation Worship","See A Victory"
"2021-11-12 23:52","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-12 23:56","song-187513","Jordan Feliz","Faith"
"2021-11-13 00:00","song-188332","Zach Williams","Less Like Me"
"2021-11-13 00:04","song-184180","MercyMe","Even If"
"2021-11-13 00:08","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-13 00:11","song-183986","Hillsong Worship","Cornerstone"
"2021-11-13 00:15","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-13 00:20","song-188555","for KING & COUNTRY","Relate"
"2021-11-13 00:23","song-183635","TobyMac","Everything"
"2021-11-13 00:26","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-13 00:30","song-188505","Tasha Layton","Look What You've Done"
"2021-11-13 00:33","song-188416","Michael W. Smith","Waymaker"
"2021-11-13 00:44","song-184115","Big Daddy Weave","Alive"
"2021-11-13 00:47","song-187442","I AM THEY","Scars"
"2021-11-13 00:51","song-188539","Crowder","In The house"
"2021-11-13 00:54","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-13 00:58","song-187138","Colton Dixon","More Of You"
"2021-11-13 01:02","song-187450","Brian & Jenn Johnson","Raise A Hallelujah (feat. Jonathan David Helser, and Melissa Helser)"
"2021-11-13 01:06","song-188514","Blanca","Even At My Worst"
"2021-11-13 01:09","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-13 01:13","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-13 01:18","song-187701","Josh Baldwin","Let The Redeemed"
"2021-11-13 01:23","song-187036","7eventh Time Down","God Is On The Move"
"2021-11-13 01:26","song-186789","Sidewalk Prophets","Prodigal"
"2021-11-13 01:29","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-13 01:32","song-187643","Cory Asbury","The Father's House"
"2021-11-13 01:36","song-188522","Matthew West","What If"
"2021-11-13 01:40","song-184213","Kutless","King Of My Heart"
"2021-11-13 01:44","song-188560","Danny Gokey","Stand In Faith"
"2021-11-13 01:49","song-187563","Zach Williams","There Was Jesus"
"2021-11-13 01:53","song-188530","Jeremy Camp","When You Speak"
"2021-11-13 01:56","song-187571","Micah Tyler","Different"
"2021-11-13 01:59","song-187316","Lauren Daigle","You Say"
"2021-11-13 02:04","song-186610","Matt Maher","Alive & Breathing"
"2021-11-13 02:08","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-13 02:12","song-187099","Rhett Walker Band","Believer"
"2021-11-13 02:15","song-186565","Francesca Battistelli","Beautiful, Beautiful"
"2021-11-13 02:19","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-13 02:22","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-13 02:25","song-186935","Ryan Stevenson","With Lifted Hands"
"2021-11-13 02:28","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-13 02:32","song-188559","TobyMac","Promised Land"
"2021-11-13 02:35","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-13 02:38","song-188555","for KING & COUNTRY","Relate"
"2021-11-13 02:44","song-187319","Lauren Daigle","Rescue"
"2021-11-13 02:47","song-187293","Crowder","Come As You Are"
"2021-11-13 02:51","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-13 02:54","song-188489","Dante Bowe","Joyful"
"2021-11-13 02:57","song-185211","Matthew West","Strong Enough"
"2021-11-13 03:01","song-188026","Phil Wickham","Battle Belongs"
"2021-11-13 03:05","song-185392","Casting Crowns","Glorious Day (Living He Loved Me)"
"2021-11-13 03:09","song-188514","Blanca","Even At My Worst"
"2021-11-13 03:12","song-186888","Chris August","Starry Night"
"2021-11-13 03:16","song-188536","Mike Donehey","All Together"
"2021-11-13 03:19","song-188522","Matthew West","What If"
"2021-11-13 03:23","song-183312","Chris Tomlin","I Will Rise"
